id,level,word,meaning_en,meaning_tr,meaning_es,full_entry,article,pos,plural,forms,examples,page
b1_0152,B1,"anwenden, wendet an,","apply, applies","uygulamak, uygulamak","aplicar, aplica","anwenden, wendet an,",,word,,,Diese Salbe muss man dreimal am Tag,19
b1_0153,B1,"wandte an, hat ange-","applied, applied","wandte an, hat ange-","aplicado, aplicado","wandte an, hat ange-",,word,,,anwenden.,19
b1_0154,B1,wandt/angewendet,applied/applied,uygulandı/uygulandı,aplicado/aplicado,wandt/angewendet,,word,,,,19
b1_0155,B1,anwesend,present,Sunmak,presente,anwesend,,word,,,Bei dem Treffen waren alle Mitglieder anwesend.,19
b1_0156,B1,"antworten, antwortet,","answer, answer","cevapla, cevapla","responder, responder","antworten, antwortet,",,word,,,Jorge hat seit drei Wochen nicht auf,19
b1_0157,B1,"antwortete, hat geant-","answered, answered","cevaplandı, cevaplandı","respondió, respondió","antwortete, hat geant-",,word,,,meinen Brief geantwortet.,19
b1_0158,B1,wortet,says,diyor,dice,wortet,,word,,,,19
b1_0159,B1,"die Antwort, -en",the answers,cevaplar,las respuestas,"die Antwort, -en",die,noun,-en,,Leider habe ich keine Antwort bekommen.,19
b1_0160,B1,"der Anwalt, ¨-e","the lawyer, ¨-e","avukat, ¨-e","el abogado, ¨-e","der Anwalt, ¨-e",der,noun,¨-e,,Ich werde das nicht bezahlen. || Ich,19
b1_0161,B1,"die Anwältin, -nen","the lawyer, -nen","avukat, -nen","el abogado, -nen","die Anwältin, -nen",die,noun,-nen,,möchte zuerst mit meinem Anwalt sprechen.,19
b1_0162,B1,"anzeigen, zeigt an,","show, shows","gösteri, gösteriler","espectáculo, espectáculos","anzeigen, zeigt an,",,word,,,"Wenn Sie hier parken, zeige ich Sie an.",19
b1_0163,B1,"zeigte an, hat angezeigt","indicated, has indicated","belirtti, belirtti","indicado, ha indicado","zeigte an, hat angezeigt",,word,,,,19
b1_0164,B1,"die Anzeige, -n1.","the display, -n1.","ekran, -n1.","la pantalla, -n1.","die Anzeige, -n1.",die,noun,-n1.,,"Ich habe alle Anzeigen gelesen, aber die Wohnungen sind zu teuer. || Hier dürfen Sie nicht parken, sonst bekommen Sie eine Anzeige.",19
b1_0165,B1,(sich) anziehen,(to get dressed,(giyinmek için,(vestirse,"(sich) anziehen, zieht an, 1.",,verb,,"zieht an, 1.","Du musst dich wärmer anziehen, sonst",19
b1_0166,B1,zog an,pulled on,çekildi,tirado,"zog an, hat angezogen",,verb,,hat angezogen,erkältest du dich. || Heute ziehe ich mein neues T-Shirt an.,19
b1_0167,B1,"der Anzug, ¨-e","the suit, ¨-e","takım elbise, ¨-e","el traje, ¨-e","der Anzug, ¨-e",der,noun,¨-e,,Mein Mann hat sich einen neuen Anzug gekauft.,19
b1_0168,B1,"das Apartment, -s","the apartment, -s","daire, -s","el apartamento, -s","das Apartment, -s",das,noun,-s,,Wir haben ein Ferienapartment gemietet.,19
b1_0169,B1,"der Apfel, ¨-",the Apple-,elma-,la manzana-,"der Apfel, ¨-",der,noun,¨-,,Zum Frühstück esse ich jeden Tag einen Apfel.,19
b1_0170,B1,"die Apotheke, -n","the pharmacy, -n","eczane, -n","la farmacia, -n","die Apotheke, -n",die,noun,-n,,Ist hier in der Nähe eine Apotheke?,19
b1_0171,B1,"der Apparat, -e","the apparatus, -e","aparat, -e","el aparato, -e","der Apparat, -e 1.",der,noun,-e 1.,,Können Sie den Apparat bitte etwas leiser stellen? || Wo ist mein Fotoapparat?,19
b1_0172,B1,der Appetit,the appetite,iştah,el apetito,der Appetit 1.,der,noun,,,Ich habe heute keinen Appetit. || Ich mag nichts essen. || Auf was hast du Appetit? || Vielleicht auf einen Salat? || Guten Appetit!,19
b1_0173,B1,"die Aprikose, -n (D, CH) → Schmecken","the apricot, -n (D, CH) → taste","kayısı, -n (D, CH) → tat","el albaricoque, -n (D, CH) → sabor","die Aprikose, -n (D, CH) → Schmecken",die,noun,"-n (D, CH) → Schmecken",,dir die Aprikosen?,19
b1_0174,B1,A: Marille,A: Apricot,C: Kayısı,R: albaricoque,A: Marille,,noun,,,,19
b1_0175,B1,"arbeiten, arbeitet,","work, works","iş, işler","trabajo, obras","arbeiten, arbeitet, 1.",,word,,,Er arbeitet heute bis 16 Uhr.,19
b1_0176,B1,"arbeitete, hat gearbeitet","worked, worked","çalıştı, çalıştı","trabajado, trabajado","arbeitete, hat gearbeitet 2.",,word,,,Arzu arbeitet als Krankenschwester im Krankenhaus.,19
b1_0177,B1,"die Arbeit, -en1.","the work, -en1.","iş, -en1.","la obra, -en1.","die Arbeit, -en1.",die,noun,-en1.,,Wie gefällt dir deine Arbeit? || Nach der Ausbildung hat Mohamed eine Arbeit gefunden.,19
b1_0178,B1,"der Arbeiter, -","the worker, -","işçi, -","el trabajador, -","der Arbeiter, -",der,noun,-,,Maria ist seit zwei Jahren Arbeiterin,19
b1_0179,B1,"die Arbeiterin, -nen","the worker, -nen","işçi, -nen","el trabajador, -nen","die Arbeiterin, -nen",die,noun,-nen,,bei Siemens.,19
b1_0180,B1,die Arbeitserlaubnis,the work permit,çalışma izni,el permiso de trabajo,die Arbeitserlaubnis,die,noun,,,Haben Sie eine Arbeitserlaubnis?,19
b1_0181,B1,arbeitslos,unemployed,arbeitslos,desempleados,arbeitslos,,word,,,Wie lange sind Sie schon arbeitslos?,19
b1_0182,B1,die Arbeitslosigkeit,the unemployment,işsizlik,el desempleo,die Arbeitslosigkeit,die,noun,,,Die Arbeitslosigkeit ist gesunken.,19
b1_0183,B1,"der Arbeitsplatz, ¨-e","the workplace, ¨-e","işyeri, ¨-e","el lugar de trabajo, ¨-e","der Arbeitsplatz, ¨-e",der,noun,¨-e,,In der Industrie gibt es immer weniger Arbeitsplätze.,19
b1_0184,B1,"die Arbeitsstelle, -n","the job, -n","iş, -n","el trabajo, -n","die Arbeitsstelle, -n",die,noun,-n,,Meine Frau hat eine neue Arbeitsstelle gefunden.,19
b1_0185,B1,"der Architekt, -en","the architect, -en","mimar, -tr","el arquitecto, -es","der Architekt, -en",der,noun,-en,,Dieses Haus hat eine berühmte,20
b1_0186,B1,"die Architektin, -nen","the architect, -nen","mimar, -nen","el arquitecto, -nen","die Architektin, -nen",die,noun,-nen,,Architektin gebaut.,20
b1_0187,B1,(sich) ärgern,(get angry,(sinirlenmek,(enojarse,"(sich) ärgern, ärgert, 1.",,verb,,"ärgert, 1.",Ärgern Sie sich nicht.,20
b1_0188,B1,"ärgerte, hat geärgert","annoyed, annoyed","sinirlenmiş, sinirlenmiş","molesto, molesto","ärgerte, hat geärgert 2.",,word,,,Mein Bruder hat mich schon als Kind immer geärgert.,20
b1_0189,B1,der Ärger,the anger,öfke,la ira,der Ärger,der,noun,,,Ich hatte heute Ärger im Büro. || Ich habe mich mit einem Kollegen gestritten.,20
b1_0190,B1,ärgerlich,annoying,sinir bozucu,irritante,ärgerlich,,adjective,,,Der Zug hat schon wieder Verspätung. || Das ist wirklich ärgerlich.,20
b1_0191,B1,arm,arm,kol,brazo,arm 1.,,adjective,,,Die Regierung hilft armen Nachbarländern. || Ich hätte gerne 200 g fettarmen Käse.,20
b1_0192,B1,"der Arm, -e",the poor,fakir,los pobres,"der Arm, -e",der,noun,-e,,Mein Freund hat sich den Arm gebrochen.,20
b1_0193,B1,"die Art, -en","the way, -en","yol, -tr",el camino,"die Art, -en 1.",die,noun,-en 1.,,Im Zoo haben sie 34 verschiedene Arten von Vögeln. || Seine Art gefällt mir nicht. || Man kann auf unterschiedliche Art und Weise ein Fest feiern.,20
b1_0194,B1,"der Artikel, -","the article, -","makale, -","el artículo, -","der Artikel, - 1.",der,noun,- 1.,,"Ich habe einen interessanten Artikel gelesen. || Im Deutschen gibt es drei Artikel: der, die, das.",20
b1_0195,B1,"der Arzt, ¨-e","the doctor, ¨-e","doktor, ¨-e","el doctor, ¨-e","der Arzt, ¨-e 1.",der,noun,¨-e 1.,,Ich muss heute zum Arzt.,20
b1_0196,B1,"die Ärztin, -nen","the doctor, -nen","doktor, -nen","el doctor, -nen","die Ärztin, -nen 2.",die,noun,-nen 2.,,Wann warst du beim Zahnarzt?,20
b1_0197,B1,das Asyl,the asylum,sığınma,el asilo,das Asyl,das,noun,,,Die Menschen sind auf der Flucht und bitten um Asyl.,20
b1_0198,B1,"atmen, atmet, atmete,","breathe, breathe, breathed","nefes al, nefes al, nefes al","respira, respira, respira","atmen, atmet, atmete,",,word,,hat geatmet,Er hat eine Erkältung und kann nicht || durch die Nase atmen.,20
b1_0199,B1,der Atem,der Atem,nefes,el aliento,der Atem,der,noun,,,Bitte den Atem anhalten.,20
b1_0200,B1,auch,also,Ayrıca,también,auch 1.,,word,,,"Ich muss leider gehen. || – Ich auch. || Ich arbeite die ganze Woche und muss auch am Wochenende arbeiten. || Wir fahren auf jeden Fall, auch wenn es regnet. || Der Zug ist gerade eben abgefahren. || Warum kommst du auch so spät!",20
b1_0201,B1,auf,on,Açık,en,auf 1.,,preposition,,,"Deine Brille liegt auf dem Schreibtisch. || Die Kinder spielen unten auf der Straße. || Meine Eltern leben auf dem Land. || Gestern waren wir auf einer Party. || Auf unsere Anzeige in der Abendzeitung hat sich noch niemand gemeldet. || Wie heißt das auf Deutsch? || Meine Tochter kommt nächstes Jahr aufs Gymnasium. (D) (A, CH: ins) || Im Mai war ich auf Urlaub. (A) (D: in) || Ich bin schon seit zwei Stunden auf.",20
b1_0202,B1,10.Komm,10.Come,10.Gel,10.Ven,10.Komm,,other,,,"herein, die Tür ist auf. (D) (A, CH: offen)",20
b1_0203,B1,"der Aufenthalt, -e","the stay, -e","konaklama, -e","la estancia, -e","der Aufenthalt, -e 1.",der,noun,-e 1.,,Der Zug hat in München nur 20 Minuten Aufenthalt. || Wir wünschen Ihnen einen angenehmen Aufenthalt.,20
b1_0204,B1,"auffallen, fällt auf,","stand out, stand out","öne çıkmak, öne çıkmak","destacar, destacar","auffallen, fällt auf,",,word,,,"Mir ist aufgefallen, dass Harriett ganz",20
b1_0205,B1,fiel auf,stood out,göze çarpıyordu,destacó,"fiel auf, ist aufgefallen",,verb,,ist aufgefallen,blass ist.,20
b1_0206,B1,"auffordern, fordert auf,","prompt, prompt","istem, istem","rápido, rápido","auffordern, fordert auf, 1.",,word,,,"Sie forderte mich auf, meine Meinung",20
b1_0207,B1,"forderte auf,",prompted,istendi,incitado,"forderte auf,",,word,,hat aufgefordert,zu sagen. || Er fordert sie zum Tanz auf.,20
b1_0208,B1,"die Aufforderung, -en","the request, -en","istek, -en","la solicitud, -es","die Aufforderung, -en",die,noun,-en,,"Sie erhalten eine Aufforderung, den Betrag bis Juni zu zahlen.",20
b1_0209,B1,"aufführen, führt auf,","perform, performs","gerçekleştirmek, gerçekleştirmek","realizar, realiza","aufführen, führt auf,",,word,,,Die Kinder führen zu Weihnachten ein,20
b1_0210,B1,"führte auf, hat aufgeführt","performed, has performed","gerçekleştirdi, gerçekleştirdi","realizado, ha realizado","führte auf, hat aufgeführt",,word,,,Theaterstück auf.,20
b1_0211,B1,"die Aufgabe, -n","the task, -n","görev, -n","la tarea, -n","die Aufgabe, -n 1.",die,noun,-n 1.,,Hast du deine Hausaufgaben für die Schule schon gemacht? || Das ist nicht meine Aufgabe.,20
b1_0212,B1,"aufgeben, gibt auf, gab","give up, gives up, gave up","vazgeçmek, vazgeçmek, vazgeçmek","rendirse, rendirse, rendirse","aufgeben, gibt auf, gab 1.",,word,,,Ich habe auf der Post ein Paket,20
b1_0213,B1,auf,on,Açık,en,"auf, hat aufgegeben",,verb,,hat aufgegeben,aufgegeben. || Man darf nie aufgeben. || Es gibt immer eine Hoffnung.,20
b1_0214,B1,"aufhalten, hält auf, hielt","stop, stops, stopped","dur, durur, durdu","para, se detiene, se detiene","aufhalten, hält auf, hielt 1.",,word,,,Wo hält er sich gerade auf? || – In,20
b1_0215,B1,auf,on,Açık,en,"auf, hat aufgehalten",,verb,,hat aufgehalten,"München. || Darf ich Ihnen die Tür aufhalten? || Entschuldigen Sie die Verspätung, ich wurde aufgehalten.",20
b1_0216,B1,"aufheben, hebt auf,","cancel, cancel","iptal etmek, iptal etmek","cancelar, cancelar","aufheben, hebt auf, 1.",,word,,,Lassen Sie die Papiere nur auf dem,20
b1_0217,B1,hob auf,picked up,aldı,recogido,"hob auf, hat aufgehoben",,verb,,hat aufgehoben,"Boden liegen, ich hebe sie schon auf. || Die Quittung müssen Sie gut aufheben.",20
b1_0218,B1,"aufhören, hört auf,","stop, stop","dur, dur","parar, parar","aufhören, hört auf, 1.",,word,,,Es hört nicht auf zu schneien.,20
b1_0219,B1,"hörte auf, hat aufgehört","stopped, has stopped","durdu, durdu","se detuvo, se ha detenido","hörte auf, hat aufgehört 2.",,word,,,Wann hört ihr mit der Arbeit auf? || Hier hört die Hauptstraße auf.,20
b1_0220,B1,"aufladen, lädt auf, lud auf,","charging, charging, charging","şarj etme, şarj etme, şarj etme","cargando, cargando, cargando","aufladen, lädt auf, lud auf,",,word,,hat aufgeladen,Ich muss mein Telefon aufladen. || Die || Batterie ist leer.,20
b1_0221,B1,"auflösen, löst auf,","dissolve, dissolve","eritmek, eritmek","disolver, disolver","auflösen, löst auf,",,word,,,Die Tablette bitte in Wasser auflösen.,20
b1_0222,B1,"löste auf, hat aufgelöst","dissolved, has dissolved","çözüldü, çözüldü","disuelto, se ha disuelto","löste auf, hat aufgelöst",,word,,,,20
b1_0223,B1,aufmerksam,attentive,özenli,atento,aufmerksam 1.,,adjective,,,"Die Schülerin hörte aufmerksam zu. || Ich mache Sie darauf aufmerksam, dass wir in einer halben Stunde schließen.",20
b1_0224,B1,"aufnehmen, nimmt auf,","record, records","kayıt, kayıtlar","registro, registros","aufnehmen, nimmt auf, 1.",,word,,,Wir haben Aneta in unseren Verein,20
b1_0225,B1,"nahm auf,",took up,aldı,tomó,"nahm auf,",,word,,hat aufgenommen,aufgenommen. || Ich habe den Film im Urlaub aufgenommen.,20
b1_0226,B1,"die Aufnahme, -n","the recording, -n","kayıt, -n","la grabación, -n","die Aufnahme, -n",die,noun,-n,,Bitte seid leise! || – Ich starte die Aufnahme.,20
b1_0227,B1,"aufpassen, passt auf,","watch out, watch out","dikkat et, dikkat et","cuidado, cuidado","aufpassen, passt auf, 1.",,word,,,Tut mir leid. || Da habe ich wohl nicht,21
b1_0228,B1,"passte auf,",paid attention,dikkat ettim,prestó atención,"passte auf,",,word,,hat aufgepasst,aufgepasst. || Ich muss zu Hause bleiben und auf die Kinder aufpassen.,21
b1_0229,B1,"aufräumen, räumt auf,","clean up, clean up","temizlemek, temizlemek","limpiar, limpiar","aufräumen, räumt auf,",,word,,,Vor meinem Urlaub muss ich unbed-,21
b1_0230,B1,"räumte auf,",cleaned up,temizlendi,limpiado,"räumte auf,",,word,,hat aufgeräumt,ingt noch meinen Schreibtisch || aufräumen.,21
b1_0231,B1,"aufregen, regt auf,","upset, upset","üzgün, üzgün","molesto, molesto","aufregen, regt auf, 1.",,word,,,"Es regt mich auf, dass ich schon wieder",21
b1_0232,B1,"regte auf,",got upset,"regte auf,",se molestó,"regte auf,",,word,,hat aufgeregt,Überstunden machen muss. || Ganz ruhig! || Bitte regen Sie sich nicht auf. || Heute hast du eine Prüfung. || Bist du schon aufgeregt? || Die Musikgruppe zu erleben war sehr aufregend.,21
b1_0233,B1,"aufstehen, steht auf,","get up, get up","kalk, kalk","levántate, levántate","aufstehen, steht auf, 1.",,word,,,Ich stehe jeden Morgen um sechs Uhr,21
b1_0234,B1,"stand auf,",stood up,ayağa kalktı,se puso de pie,"stand auf,",,word,,ist aufgestanden,auf. || Sie brauchen nicht aufzustehen. || Sie können sitzen bleiben.,21
b1_0235,B1,"der Auftrag, ¨-e","the order, ¨-e","sipariş, ¨-e","el orden, ¨-e","der Auftrag, ¨-e 1.",der,noun,¨-e 1.,,Ich komme im Auftrag von Frau Müller und soll Ihnen diesen Brief geben. || Im Moment hat die Firma besonders viele Aufträge.,21
b1_0236,B1,"auftreten, tritt auf,","occur, occurs","meydana gelir, meydana gelir","ocurre, ocurre","auftreten, tritt auf,",,word,,,Nächste Woche tritt in der Stadthalle,21
b1_0237,B1,trat auf,occurred,olmuş,ocurrió,"trat auf, ist aufgetreten",,verb,,ist aufgetreten,eine berühmte Musikgruppe auf.,21
b1_0238,B1,"der Auftritt, -e","the appearance, -e","görünüm, -e","la apariencia, -e","der Auftritt, -e",der,noun,-e,,Nach dem Auftritt feiern die Musiker.,21
b1_0239,B1,"aufwachen, wacht auf,","wake up, wake up","uyan, uyan","despierta, despierta","aufwachen, wacht auf,",,word,,,Von dem Lärm bin ich aufgewacht.,21
b1_0240,B1,"wachte auf,",woke up,uyandım,desperté,"wachte auf,",,word,,ist aufgewacht,,21
b1_0241,B1,aufwärts,upwards,yukarı,hacia arriba,aufwärts 1.,,word,,,Sie müssen gute Schuhe anziehen. || Der Weg geht immer aufwärts. || In letzter Zeit geht es wieder aufwärts mit der Wirtschaft.,21
b1_0242,B1,"→ der Aufzug, ¨-e (D, A)","→ the elevator, ¨-e (D, A)","→ asansör, ¨-e (D, A)","→ el ascensor, ¨-e (D,A)","→ der Aufzug, ¨-e (D, A)",,other,,,Im Büro ist leider der Aufzug kaputt.,21
b1_0243,B1,Lift,lift,kaldırmak,elevar,Lift,,noun,,,,21
b1_0244,B1,"das Auge, -n","the eye, -n","göz, ​​-n","el ojo, -n","das Auge, -n",das,noun,-n,,Meine beiden Kinder haben blaue Augen.,21
b1_0245,B1,"der Augenblick, -e","the moment, -e","an, -e","el momento, -e","der Augenblick, -e 1.",der,noun,-e 1.,,"Ich wollte gerade parken. || In dem Au- genblick ist ein Wagen aus der Ausfahrt gekommen. || Einen Augenblick, bitte! || Im Augenblick sind keine Plätze frei.",21
b1_0246,B1,aus,out of,dışında,fuera de,aus 1.,,preposition,,,Frau Müller geht jeden Morgen um 8 Uhr aus dem Haus. || Frau Özgen kommt aus der Türkei. || Die Möbel sind noch aus der Zeit um 1900. || Ich trage nur Pullover aus reiner Wolle. || Wir haben aus Liebe geheiratet. || Wann ist der Kurs aus? || Ich seh‘ nichts! || Das Licht ist aus!,21
b1_0247,B1,"die Ausbildung, -en","the training, -s","eğitim, -s","el entrenamiento, -s","die Ausbildung, -en 1.",die,noun,-en 1.,,Ich habe meine Ausbildung abgeschlossen. || Mit deiner guten Ausbildung findest du sicher eine Arbeit.,21
b1_0248,B1,ausgebildet,trained,eğitimli,entrenado,ausgebildet,,word,,,Für diesen Beruf müssen Sie gut ausgebildet sein.,21
b1_0249,B1,"ausdrucken, druckt aus,","print, prints out","yazdırmak, çıktısını almak","imprimir, imprime","ausdrucken, druckt aus,",,word,,,Kann ich das auf deinem Drucker,21
b1_0250,B1,"druckte aus,",printed out,çıktısı alındı,impreso,"druckte aus,",,word,,hat ausgedruckt,ausdrucken?,21
b1_0251,B1,"der Ausdruck, ¨-e1.","the expression, ¨-e1.","ifade, ¨-e1.","la expresión, ¨-e1.","der Ausdruck, ¨-e1.",der,noun,¨-e1.,,Diesen Ausdruck habe ich noch nie gehört.,21
b1_0252,B1,"der Ausdruck, -e2.","the expression, -e2.","ifade, -e2.","la expresión, -e2.","der Ausdruck, -e2.",der,noun,-e2.,,Machen Sie doch bitte einen Ausdruck von der E-Mail.,21
b1_0253,B1,auseinander,apart,ayrı,aparte,auseinander,,word,,,Wir wohnen nicht weit auseinander.,21
b1_0254,B1,"die Ausfahrt, -en","the exit, -en","çıkış, -en",la salida,"die Ausfahrt, -en 1.",die,noun,-en 1.,,"Hier ist eine Ausfahrt, da dürfen Sie nicht parken. || Wie weit ist es noch bis zur Ausfahrt Freiburg?",21
b1_0255,B1,"ausfallen, fällt aus,","fail, fail","başarısız olmak, başarısız olmak","fallar, fallar","ausfallen, fällt aus,",,word,,,Nächste Woche fällt der Kurs aus.,21
b1_0256,B1,fiel aus,fell out,düştü,se cayó,"fiel aus, ist ausgefallen",,verb,,ist ausgefallen,,21
b1_0257,B1,"der Ausflug, ¨-e","the excursion, ¨-e","gezi, ¨-e","la excursión, ¨-e","der Ausflug, ¨-e",der,noun,¨-e,,Am Wochenende machen wir mit Fre- unden einen Ausflug nach Heidelberg.,21
b1_0258,B1,ausfüllen,fill out,doldur,llenar,"ausfüllen, füllt aus, Füllen",,verb,,"füllt aus, Füllen",Sie bitte dieses Formular aus!,21
b1_0259,B1,"füllte aus, hat ausgefüllt","filled in, has filled in","doldurdu, doldurdu","ha llenado, ha llenado","füllte aus, hat ausgefüllt",,word,,,,21
b1_0260,B1,"die Ausgabe, -n","the output, -n","çıktı, -n","la salida, -n","die Ausgabe, -n 1.",die,noun,-n 1.,,Wie hoch sind Ihre Ausgaben in einem Monat? || Wo ist die Essensausgabe? || In welchem Buch hast du das gelesen? || In welcher Ausgabe?,21
